Activation Status,Deactivation Date,SalesForceID,RetailerAcc,TerminalID,Activation Date,SubscriberID,ESN,HEXESN,Phone Number,Base Plan,Brand,HandsetModelNumber,Door Type,1st MRC Payment,1st Payment %,1st Payment Commission,2nd MRC Payment,Days Since Activation,2nd Payment %,2nd Payment Commission,3rd MRC Payment,3rd Payment %,3rd Payment Commission,4th MRC Payment,4th Payment %,4th Payment Commission,5th MRC Payment,5th Payment %,5th Payment Commission,6th MRC Payment,6th Payment %,6th Payment Commission,7th MRC Payment,7th Payment %,7th Payment Commission,8th MRC Payment,8th Payment %,8th Payment Commission,Total Commissions to Date,Adjusted Reason
Active,,0013000000HnF9fAAF,451250,605373,08/28/2023,52226c42-5b3d-462e-bd81-c114765d36b5,"=""089496604908673160""","=""35581921845788""",555-164-6376,$40 Unlimited Talk & Text + 15GB 5G/4G Data (TI),Virgin,SPHA037UANB,1,08/28/2023,20.00%,$8.00,,,,,,,,,,,,,,,,,,,,,,,$8.00,
Active,,0013000000HnF9fAAF,451250,605373,08/08/2023,764df3f4-e9a3-4039-b385-6635fb3a689f,"=""089496604908861297""","=""35581921873671""",555-106-9188,$40 Unlimited Talk & Text + 15GB 5G/4G Data (TI),Virgin,SPHA037UANB,1,08/09/2023,20.00%,$8.00,,,,,,,,,,,,,,,,,,,,,,,$8.00,
Active,,0013000000HnF9fAAF,451250,605373,08/15/2023,64863d62-73c9-4199-a600-24c12efe57cf,"=""089464947402166819""","=""35534482211023""",555-586-2911,$40 Unlimited Talk & Text + 15GB 5G/4G Data (TI),Virgin,MOXT22715ANB,1,08/15/2023,20.00%,$8.00,,,,,,,,,,,,,,,,,,,,,,,$8.00,
Active,,0013000000HnF9fAAF,451250,605373,08/16/2023,7f31b319-bdab-4a68-a773-7c636a8b9238,"=""089464947402166817""","=""35534482211021""",555-272-9918,$40 Unlimited Talk & Text + 15GB 5G/4G Data (TI),Virgin,MOXT22715ANB,1,08/17/2023,20.00%,$9.60,,,,,,,,,,,,,,,,,,,,,,,$9.60,
Active,,0013000000HnF9fAAF,451250,605373,08/21/2023,82983c2e-f793-4a89-b6e8-c4d5f6326dfe,"=""089496604909467139""","=""35581921907503""",555-611-3619,$40 Unlimited Talk & Text + 15GB 5G/4G Data (TI),Virgin,SPHA037UANB,1,08/21/2023,20.00%,$9.60,,,,,,,,,,,,,,,,,,,,,,,$9.60,
Active,,0013000000HnF9fAAF,451250,605373,08/16/2023,82f12b6e-060f-4e1e-bb90-d0f8200065af,"=""089464947402165125""","=""35534482210985""",555-514-9176,$40 Unlimited Talk & Text + 15GB 5G/4G Data (TI),Virgin,MOXT22715ANB,1,08/16/2023,20.00%,$8.00,,,,,,,,,,,,,,,,,,,,,,,$8.00,
Active,,0013000000HnF9fAAF,451250,605373,08/26/2023,c449594e-0044-43b8-927a-c23c247be15b,"=""089464947402195799""","=""35534482218157""",555-424-1599,$40 Unlimited Talk & Text + 15GB 5G/4G Data (TI),Virgin,MOXT22715ANB,1,08/27/2023,20.00%,$8.00,,,,,,,,,,,,,,,,,,,,,,,$8.00,
Active,,0013000000HnF9fAAF,451250,605373,08/03/2023,93126d10-f669-4cbd-8c74-63f97087cb4c,"=""089464947402167401""","=""35534482211269""",555-272-9034,$40 Unlimited Talk & Text + 15GB 5G/4G Data (TI),Virgin,MOXT22715ANB,1,08/03/2023,20.00%,$9.40,09/03/2023,31.0,20.00%,$8.00,,,,,,,,,,,,,,,,,,,$17.40,
Active,,0013000000HnF9fAAF,451250,605373,08/02/2023,f71a71a3-17cf-462f-8963-b31ee106ec3f,"=""089464947402106981""","=""35534482202665""",555-526-2317,$40 Unlimited Talk & Text + 15GB 5G/4G Data (TI),Virgin,MOXT22715ANB,1,08/02/2023,20.00%,$8.00,,,,,,,,,,,,,,,,,,,,,,,$8.00,
Active,,0013000000HnF9fAAF,451250,605373,08/17/2023,fe0ef62a-617c-4c3d-a57e-443ba3175d62,"=""089871342605714952""","=""35914752573408""",555-371-7538,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,SPHA236UANB,1,08/18/2023,20.00%,$11.00,,,,,,,,,,,,,,,,,,,,,,,$11.00,
Active,,0013000000HnF9fAAF,451250,605373,08/23/2023,c3de8427-76f2-4d88-b818-be96a5dbd3f5,"=""089249052005720105""","=""35325318574829""",555-426-8184,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,RNWBT1264BU1,1,08/24/2023,20.00%,$6.00,,,,,,,,,,,,,,,,,,,,,,,$6.00,
Active,,0013000000HnF9fAAF,451250,605373,08/12/2023,93cbc6b8-578c-4491-92bc-fe269cbdd21c,"=""089464947402167874""","=""35534482211442""",555-288-5493,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,MOXT22715ANB,1,08/12/2023,20.00%,$11.60,,,,,,,,,,,,,,,,,,,,,,,$11.60,
Active,,0013000000HnF9fAAF,451250,605373,08/23/2023,95bbd626-c709-4ed6-bbe0-a6f6352825af,"=""089235278500475735""","=""35303911074257""",555-275-8650,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,RNWBT1264BU1,1,08/24/2023,20.00%,$6.00,,,,,,,,,,,,,,,,,,,,,,,$6.00,
Active,,0013000000HnF9fAAF,451250,605373,08/30/2023,97590c26-8219-4f4d-85b6-fcababf662c0,"=""089464947402177426""","=""35534482213992""",555-619-2350,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,MOXT22715ANB,1,08/31/2023,20.00%,$6.00,,,,,,,,,,,,,,,,,,,,,,,$6.00,
Active,,0013000000HnF9fAAF,451250,605373,08/21/2023,9cbad83a-2335-4b61-98d5-030274bbddcc,"=""089496604909503528""","=""35581921910328""",555-702-1446,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,SPHA037UANB,1,08/22/2023,20.00%,$6.00,,,,,,,,,,,,,,,,,,,,,,,$6.00,
Active,,0013000000HnF9fAAF,451250,605373,08/26/2023,a0ac7616-4224-4f89-82b8-510074d5a310,"=""089379032004727377""","=""35462870482251""",555-309-6054,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,194252096734,1,08/26/2023,20.00%,$11.60,,,,,,,,,,,,,,,,,,,,,,,$11.60,
Active,,0013000000HnF9fAAF,451250,605373,08/31/2023,a33b3120-9df2-43de-94a8-85a10bbb8242,"=""089360193900358432""","=""35434893057820""",555-126-2373,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,MT23151BK128,1,08/31/2023,20.00%,$6.00,,,,,,,,,,,,,,,,,,,,,,,$6.00,
Active,,0013000000HnF9fAAF,451250,605373,08/31/2023,aa3476fa-8a67-460d-8561-13afc21b0968,"=""089360193900361555""","=""35434893058453""",555-131-2302,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,MT23151BK128,1,08/31/2023,20.00%,$6.00,,,,,,,,,,,,,,,,,,,,,,,$6.00,
Active,,0013000000HnF9fAAF,451250,605373,08/23/2023,aac33365-9ffa-4bf1-b5c1-9f1036ab8a5a,"=""089143792106374915""","=""35224361614603""",555-754-9769,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,RNWBT1264BU1,1,08/24/2023,20.00%,$6.00,,,,,,,,,,,,,,,,,,,,,,,$6.00,
Active,,0013000000HnF9fAAF,451250,605373,08/08/2023,b37a2dc5-9767-44b0-a556-605aef5ebdce,"=""089033280905392006""","=""35116689524686""",555-519-1092,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,RNWBT1264BU1,1,08/09/2023,20.00%,$11.40,09/09/2023,32.0,20.00%,$10.00,,,,,,,,,,,,,,,,,,,$21.40,
Deactivated,09/03/2023,0013000000HnF9fAAF,451250,605373,08/17/2023,b7dd7200-8127-44bc-afcc-9a47e6277ad3,"=""089496604909451928""","=""35581921903998""",555-676-7411,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,SPHA037UANB,1,08/17/2023,20.00%,$12.60,,,,,,,,,,,,,,,,,,,,,,,$12.60,
Active,,0013000000HnF9fAAF,451250,605373,08/30/2023,b8cee853-582f-4d39-986e-78cc60282164,"=""089464947402179349""","=""35534482214115""",555-753-9388,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,MOXT22715ANB,1,08/31/2023,20.00%,$6.00,,,,,,,,,,,,,,,,,,,,,,,$6.00,
Active,,0013000000HnF9fAAF,451250,605373,08/16/2023,be267465-7a88-484e-9aa2-1a9867702365,"=""089052576403244038""","=""35145844318006""",555-635-2076,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,194252096734,1,08/17/2023,20.00%,$11.60,,,,,,,,,,,,,,,,,,,,,,,$11.60,
Active,,0013000000HnF9fAAF,451250,605373,08/21/2023,c5f7c747-870c-46d8-bb88-014a4e80699c,"=""089052576403768916""","=""35145844398254""",555-905-1215,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,194252096734,1,08/22/2023,20.00%,$11.60,,,,,,,,,,,,,,,,,,,,,,,$11.60,
Active,,0013000000HnF9fAAF,451250,605373,08/30/2023,cee778ba-5581-4133-b8b3-fefa4d1bb358,"=""089464947402179348""","=""35534482214114""",555-595-9876,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,MOXT22715ANB,1,08/31/2023,20.00%,$6.00,,,,,,,,,,,,,,,,,,,,,,,$6.00,
Active,,0013000000HnF9fAAF,451250,605373,08/14/2023,d4c70f9d-3146-42e3-9193-24d68f0023e9,"=""089575860806452786""","=""35643110627632""",555-750-5520,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,RNWXRNB64WT1,1,08/15/2023,20.00%,$10.00,,,,,,,,,,,,,,,,,,,,,,,$10.00,
Active,,0013000000HnF9fAAF,451250,605373,08/30/2023,d6cd6acc-9914-4374-a5b7-ed0cd8168904,"=""089464947402179698""","=""35534482214272""",555-206-9100,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,MOXT22715ANB,1,08/31/2023,20.00%,$10.00,,,,,,,,,,,,,,,,,,,,,,,$10.00,
Active,,0013000000HnF9fAAF,451250,605373,08/16/2023,83a967fa-e7a4-407f-8d0f-0fe48605959a,"=""089235560101058579""","=""35304411102713""",555-101-7759,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,RNWBT1264BK1,1,08/17/2023,20.00%,$10.00,,,,,,,,,,,,,,,,,,,,,,,$10.00,
Active,,0013000000HnF9fAAF,451250,605373,08/16/2023,874e9094-83ec-4af7-8052-0092d577e660,"=""089034014600025906""","=""35118332006532""",555-629-2717,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,RNWBT1264BK1,1,08/17/2023,20.00%,$10.00,,,,,,,,,,,,,,,,,,,,,,,$10.00,
Active,,0013000000HnF9fAAF,451250,605373,08/23/2023,8b6c3565-c389-4a5c-ac17-42310355825d,"=""089266829501517416""","=""35350987172768""",555-771-5558,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,RNWBT1264BU1,1,08/23/2023,20.00%,$6.00,,,,,,,,,,,,,,,,,,,,,,,$6.00,
Active,,0013000000HnF9fAAF,451250,605373,08/03/2023,e0a12094-fe1e-494d-bede-26180cf162da,"=""089464947402167104""","=""35534482211140""",555-152-1389,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,MOXT22715ANB,1,08/03/2023,20.00%,$11.40,,,,,,,,,,,,,,,,,,,,,,,$11.40,
Active,,0013000000HnF9fAAF,451250,605373,08/24/2023,e4c0604c-ff8a-4b4c-956f-e76e09df7020,"=""089235252900132661""","=""35303811020635""",555-579-9360,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,RNWBT1264BK1,1,08/25/2023,20.00%,$6.00,,,,,,,,,,,,,,,,,,,,,,,$6.00,
Active,,0013000000HnF9fAAF,451250,605373,08/23/2023,e570189b-0ef8-49b1-882c-22f2cea50695,"=""088973136203429472""","=""35083922345460""",555-636-5224,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,RNWBT1264BK1,1,08/23/2023,20.00%,$6.00,,,,,,,,,,,,,,,,,,,,,,,$6.00,
Active,,0013000000HnF9fAAF,451250,605373,08/29/2023,e6ab9489-2389-4ecd-a733-0f82efbf9af4,"=""089034014601118774""","=""35118332111236""",555-924-8414,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,RNWBT1264BU1,1,08/29/2023,20.00%,$10.00,,,,,,,,,,,,,,,,,,,,,,,$10.00,
Active,,0013000000HnF9fAAF,451250,605373,08/24/2023,e88d0410-3d6d-4131-94b3-1ef0e9c224c9,"=""089457089808798610""","=""35521192864192""",555-457-4130,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,RNWBT1264BU1,1,08/25/2023,20.00%,$10.00,,,,,,,,,,,,,,,,,,,,,,,$10.00,
Active,,0013000000HnF9fAAF,451250,605373,08/17/2023,eabedbf0-7c08-438b-95bf-72b80ecaf89d,"=""089871342605785961""","=""35914752584969""",555-314-7172,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,SPHA236UANB,1,08/18/2023,20.00%,$11.00,,,,,,,,,,,,,,,,,,,,,,,$11.00,
Active,,0013000000HnF9fAAF,451250,605373,08/31/2023,edc0d336-4b26-4c41-a11e-813e5e602708,"=""089280673706562313""","=""35372651642209""",555-797-6100,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,RNWBT1264BU1,1,08/31/2023,20.00%,$6.00,,,,,,,,,,,,,,,,,,,,,,,$6.00,
Active,,0013000000HnF9fAAF,451250,605373,08/06/2023,650e05ae-b763-4318-8043-7bafbc67ff2b,"=""089871342605637984""","=""35914752560760""",555-297-9938,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,SPHA236UANB,1,08/06/2023,20.00%,$11.40,09/06/2023,31.0,20.00%,$10.00,,,,,,,,,,,,,,,,,,,$21.40,
Active,,0013000000HnF9fAAF,451250,605373,08/16/2023,65995cc2-e8f1-4d9d-9b48-49467cec32c2,"=""089549808204355977""","=""35603762427789""",555-102-6036,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,MOXT22133ANB,1,08/17/2023,20.00%,$10.00,,,,,,,,,,,,,,,,,,,,,,,$10.00,
Active,,0013000000HnF9fAAF,451250,605373,08/17/2023,66fe1af1-26a8-4da0-8ca2-c8ee814da1dc,"=""089871342605731430""","=""35914752577466""",555-435-4882,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,SPHA236UANB,1,08/18/2023,20.00%,$10.00,,,,,,,,,,,,,,,,,,,,,,,$10.00,
Active,,0013000000HnF9fAAF,451250,605373,08/06/2023,67af7b9b-d369-47c3-ab60-ebadf394dfb9,"=""089464947402167399""","=""35534482211267""",555-804-6617,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,MOXT22715ANB,1,08/06/2023,20.00%,$12.40,09/10/2023,35.0,20.00%,$11.00,,,,,,,,,,,,,,,,,,,$23.40,
Active,,0013000000HnF9fAAF,451250,605373,08/24/2023,6976f3ae-5ca1-461c-83fc-402882d8c861,"=""089235560101394743""","=""35304411154837""",555-885-5614,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,RNWBT1264BK1,1,08/25/2023,20.00%,$6.00,,,,,,,,,,,,,,,,,,,,,,,$6.00,
Active,,0013000000HnF9fAAF,451250,605373,08/16/2023,6a8b7afa-8ee6-484c-b273-30d9f2d994ee,"=""089686122300221241""","=""35750427036039""",555-640-2688,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,RNWBT1264BK1,1,08/17/2023,20.00%,$10.00,,,,,,,,,,,,,,,,,,,,,,,$10.00,
Active,,0013000000HnF9fAAF,451250,605373,08/12/2023,77245f9a-d05f-4417-a2ba-458baabb0fef,"=""089445282201450786""","=""35504456162322""",555-611-2874,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,RNWBT1264BK1,1,08/12/2023,20.00%,$12.40,,,,,,,,,,,,,,,,,,,,,,,$12.40,
Active,,0013000000HnF9fAAF,451250,605373,08/24/2023,784297b6-80ed-45de-bce0-1cc46633cd9c,"=""089486547203612820""","=""35569040372094""",555-340-6286,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,RNWBT1264BK1,1,08/25/2023,20.00%,$6.00,,,,,,,,,,,,,,,,,,,,,,,$6.00,
Active,,0013000000HnF9fAAF,451250,605373,08/23/2023,7856ecd7-4e8b-42d8-9e89-31f6271af914,"=""089452763604261945""","=""35516894410839""",555-466-6589,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,RNWBT1264BU1,1,08/24/2023,20.00%,$10.00,,,,,,,,,,,,,,,,,,,,,,,$10.00,
Active,,0013000000HnF9fAAF,451250,605373,08/17/2023,7ac37973-8132-4137-899e-27fe963cc22e,"=""089136008303241778""","=""35211353317732""",555-983-9657,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,RNWBT1264BK1,1,08/17/2023,20.00%,$10.00,,,,,,,,,,,,,,,,,,,,,,,$10.00,
Active,,0013000000HnF9fAAF,451250,605373,08/18/2023,5436d82e-7bae-455d-89f1-845f2721227d,"=""089130816807677541""","=""35204888752665""",555-786-2969,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,BYOIPHN12PMPB128,1,08/18/2023,20.00%,$10.00,,,,,,,,,,,,,,,,,,,,,,,$10.00,
Active,,0013000000HnF9fAAF,451250,605373,08/17/2023,5d6f0100-6f2a-4d70-ab56-6fa13573ff6c,"=""089445282203348788""","=""35504456331934""",555-343-9232,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,RNWBT1264BK1,1,08/17/2023,20.00%,$10.00,,,,,,,,,,,,,,,,,,,,,,,$10.00,
Active,,0013000000HnF9fAAF,451250,605373,08/16/2023,6086887a-ac14-40c8-a2f2-dfe99d3d079a,"=""089249052000031026""","=""35325318007932""",555-851-9220,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,RNWBT1264BK1,1,08/17/2023,20.00%,$10.00,,,,,,,,,,,,,,,,,,,,,,,$10.00,
Active,,0013000000HnF9fAAF,451250,605373,08/16/2023,0c74c9f3-f328-4dbe-989a-b953bfbc20d8,"=""089585077206587200""","=""35659914648340""",555-922-7145,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,RNWBT1264BK1,1,08/17/2023,20.00%,$10.00,,,,,,,,,,,,,,,,,,,,,,,$10.00,
Active,,0013000000HnF9fAAF,451250,605373,08/04/2023,169bd710-4954-456f-b2f9-c44e0db083f1,"=""089052576400398921""","=""35145844061649""",555-781-4229,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,194252096710,1,08/05/2023,20.00%,$12.40,09/05/2023,32.0,20.00%,$11.00,,,,,,,,,,,,,,,,,,,$23.40,
Active,,0013000000HnF9fAAF,451250,605373,08/29/2023,18724354-eb44-404d-b06f-2326d9ad3cd4,"=""089033280905281333""","=""35116689509635""",555-224-4397,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,RNWBT1264BU1,1,08/29/2023,20.00%,$6.00,,,,,,,,,,,,,,,,,,,,,,,$6.00,
Active,,0013000000HnF9fAAF,451250,605373,08/11/2023,1bb8c2ef-1c6b-4a73-aa76-952676335238,"=""089871342605670152""","=""35914752568508""",555-764-3954,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,SPHA236UANB,1,08/12/2023,20.00%,$10.00,,,,,,,,,,,,,,,,,,,,,,,$10.00,
Active,,0013000000HnF9fAAF,451250,605373,08/01/2023,1dd3da2b-372d-4166-9392-a8462750154e,"=""089464947402107527""","=""35534482202887""",555-852-7965,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,MOXT22715ANB,1,08/02/2023,20.00%,$11.40,,,,,,,,,,,,,,,,,,,,,,,$11.40,
Active,,0013000000HnF9fAAF,451250,605373,08/23/2023,2dc32278-7732-4701-9987-92bc2eb6cac6,"=""089034014600458899""","=""35118332070093""",555-620-4256,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,RNWBT1264BU1,1,08/23/2023,20.00%,$6.00,,,,,,,,,,,,,,,,,,,,,,,$6.00,
Active,,0013000000HnF9fAAF,451250,605373,08/31/2023,2f5605fd-0df5-4679-9041-0a53d29b346b,"=""089464947402180376""","=""35534482214518""",555-119-7549,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,MOXT22715ANB,1,08/31/2023,20.00%,$6.00,,,,,,,,,,,,,,,,,,,,,,,$6.00,
Active,,0013000000HnF9fAAF,451250,605373,08/04/2023,359ede91-5107-44d0-9ac0-37ba2b49f508,"=""089496604908859666""","=""35581921873012""",555-627-8042,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,SPHA037UANB,1,08/04/2023,20.00%,$6.00,09/04/2023,31.0,20.00%,$6.00,,,,,,,,,,,,,,,,,,,$12.00,
Active,,0013000000HnF9fAAF,451250,605373,08/25/2023,359fbf23-bb43-4521-ba5e-a0eac93267d5,"=""089165419901668946""","=""35259037197752""",555-625-8346,"$50 Unlimited Data, Talk & Text + 40GB of 5G/4G Data Each Line for up to 5 Lines (TI)",Virgin,RNWBT1264BU1,1,08/25/2023,20.00%,$12.40,,,,,,,,,,,,,,,,,,,,,,,$12.40,
